csr_id,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,g,target,gender_Cd,Birth_Dt,Age,House_Property_Cd,Marriage_Status_Cd,Year_Income,Is_Bank_Staff_Ind,Initial_Open_Dt,Open_Branch_Id,Open_Org_Id,Close_Dt,Cust_Grade_Cd,Cust_Lev_Cd,Custgrade,LOAN_FLAG,CONTRIB_01_R1M,Loan_Contrib_R1M,CONTRIB_03_R1M,CONTRIB_04_R1M,CONTRIB_00_R1M,CONTRIB_01_R1Y,Loan_Contrib_R1Y,CONTRIB_03_R1Y,CONTRIB_04_R1Y,CONTRIB_00_R1Y,WithdrawOtherbankAmt_R1M,WithdrawLocalbankAmt_R1M,TransferRemitOtherbankAmt_R1M,WithdrawTotalAmt_R1M,EpayAmt_R1M,PosConsumeAmt_R1M,ConsumeTotalAmt_R1M,CreditCardAmt_R1M,TransferLocalbankAmt_R1M,TransferOtherbankAmt_R1M,TransferOtherAmt_R1M,TransferTotalAmt_R1M,OtherAmt_R1M,WithdrawOtherbankCnt_R1M,TransferRemitOtherbankCnt_R1M,WithdrawLocalbankCnt_R1M,WithdrawTotalCnt_R1M,EpayCnt_R1M,PosConsumeCnt_R1M,ConsumeTotalCnt_R1M,CreditCardCnt_R1M,TransferLocalbankCnt_R1M,Other_Bank_CreditCardAmt_R1M,TransferOtherbankCnt_R1M,TransferOtherCnt_R1M,TransferTotalCnt_R1M,OtherCnt_R1M,WithdrawOtherbankAmt_R3M,WithdrawLocalbankAmt_R3M,TransferRemitOtherbankAmt_R3M,WithdrawTotalAmt_R3M,EpayAmt_R3M,PosConsumeAmt_R3M,ConsumeTotalAmt_R3M,CreditCardAmt_R3M,TransferLocalbankAmt_R3M,TransferOtherbankAmt_R3M,TransferOtherAmt_R3M,TransferTotalAmt_R3M,OtherAmt_R3M,WithdrawOtherbankCnt_R3M,TransferRemitOtherbankCnt_R3M,WithdrawLocalbankCnt_R3M,WithdrawTotalCnt_R3M,EpayCnt_R3M,PosConsumeCnt_R3M,ConsumeTotalCnt_R3M,CreditCardCnt_R3M,TransferLocalbankCnt_R3M,Other_Bank_CreditCardAmt_R3M,TransferOtherbankCnt_R3M,TransferOtherCnt_R3M,TransferTotalCnt_R3M,OtherCnt_R3M,Curr_Counter_Sub_Amt_R1M,Curr_Net_Sub_Amt_R1M,Curr_Mobile_Sub_Amt_R1M,Curr_Call_Sub_Amt_R1M,Curr_Sub_Amt_R1M,Curr_Counter_Auto_Amt_R1M,Curr_Net_Auto_Amt_R1M,Curr_Mobile_Auto_Amt_R1M,Curr_Call_Auto_Amt_R1M,Curr_Auto_Amt_R1M,Curr_Counter_Redeem_Amt_R1M,Curr_Net_Redeem_Amt_R1M,Curr_Mobile_Redeem_Amt_R1M,Curr_Call_Redeem_Amt_R1M,Curr_Redeem_Amt_R1M,Curr_Counter_Sub_Cnt_R1M,Curr_Net_Sub_Cnt_R1M,Curr_Mobile_Sub_Cnt_R1M,Curr_Call_Sub_Cnt_R1M,Curr_Sub_Cnt_R1M,Curr_Counter_Auto_Cnt_R1M,Curr_Net_Auto_Cnt_R1M,Curr_Mobile_Auto_Cnt_R1M,Curr_Call_Auto_Cnt_R1M,Curr_Auto_Cnt_R1M,Curr_Counter_Redeem_Cnt_R1M,Curr_Net_Redeem_Cnt_R1M,Curr_Mobile_Redeem_Cnt_R1M,Curr_Call_Redeem_Cnt_R1M,Curr_Redeem_Cnt_R1M,Curr_Counter_Sub_Amt_R3M,Curr_Net_Sub_Amt_R3M,Curr_Mobile_Sub_Amt_R3M,Curr_Call_Sub_Amt_R3M,Curr_Sub_Amt_R3M,Curr_Counter_Auto_Amt_R3M,Curr_Net_Auto_Amt_R3M,Curr_Mobile_Auto_Amt_R3M,Curr_Call_Auto_Amt_R3M,Curr_Auto_Amt_R3M,Curr_Counter_Redeem_Amt_R3M,Curr_Net_Redeem_Amt_R3M,Curr_Mobile_Redeem_Amt_R3M,Curr_Call_Redeem_Amt_R3M,Curr_Redeem_Amt_R3M,Curr_Counter_Sub_Cnt_R3M,Curr_Net_Sub_Cnt_R3M,Curr_Mobile_Sub_Cnt_R3M,Curr_Call_Sub_Cnt_R3M,Curr_Sub_Cnt_R3M,Curr_Counter_Auto_Cnt_R3M,Curr_Net_Auto_Cnt_R3M,Curr_Mobile_Auto_Cnt_R3M,Curr_Call_Auto_Cnt_R3M,Curr_Auto_Cnt_R3M,Curr_Counter_Redeem_Cnt_R3M,Curr_Net_Redeem_Cnt_R3M,Curr_Mobile_Redeem_Cnt_R3M,Curr_Call_Redeem_Cnt_R3M,Curr_Redeem_Cnt_R3M,Pay_Off_MonthTotalAmt_R1M,Pay_Off_MonthTotalCnt_R1M,Pay_Off_MonthTotalAmt_R1Y,Pay_Off_MonthTotalCnt_R1Y,Interbank_Agreed_Remit,Foreign_Exchange,Net_Bank,Bank_Insur_through,Pufa_Gold,Pay_Easy,Agreed_Fixed_Deposit,Timely_Report,Agent_Pay,Fund,Third_Party_Deposit,Weekly_Profit,Special_Financial,Pay_Off,IPO_Train,Mobile_Bank,Bond,Card,LOAN_FLAG1,Fund_AIP_Ind,PBank_Ind,CoBranded_Card_Ind,Weix_Ind,NFC_Ind,Total_Hold_Cnt,Curr_Counter_B2S_Amt_R1M,Curr_Net_B2S_Amt_R1M,Curr_Call_B2S_Amt_R1M,Curr_Sec_B2S_Amt_R1M,Curr_B2S_Amt_R1M,Curr_Counter_S2B_Amt_R1M,Curr_Net_S2B_Amt_R1M,Curr_Call_S2B_Amt_R1M,Curr_Sec_S2B_Amt_R1M,Curr_S2B_Amt_R1M,Curr_S2B_Bal_R1M,Curr_Counter_B2S_Cnt_R1M,Curr_Net_B2S_Cnt_R1M
6684,5,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,17,1,0,0,0,0,0,0,0,0,0,0,19,1,193,0,0,2,0,0,0,22,0,5,0,0,0,18,2,0,0,1,0,1,1,0,0,0,1,4,1,1,61,53,2,xchen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1,0,0,15,0,16,14,13,0,0,0,7,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,16,11,0,0,0,0,2,2,0,0,0,8,0,0,69,16,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,1,feiji,0,M,01Feb1987,29,,,0,0,21May2015,9100,9101,31Dec3000,02,,无等级,0,0.41,0,0.48,0,0.65,2.202,0,-86.36,0,-40.978,0,0,0,0,400,0,400,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,400,0,0,400,400,0,400,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16962.57,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
9745,3,0,2,9,12,16,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0,0,13,0,1,0,0,0,0,6,0,1,0,0,1,3,1,118,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,2,4,0,1,27,2,feiji,0,F,27Feb1987,29,,1,0,0,16Jan2014,9100,9113,31Dec3000,02,,无等级,0,15.505,0,-2.08,0,14.465,226.32,0,53.62,0,253.13,300,4000,0,4300,0,594.2,594.2,0,0,0,0,0,0,1,0,2,3,0,7,7,0,0,0,0,0,0,0,3000,86736.74,0,89736.74,53,5833.68,5886.68,0,4185,0,0,4185,0,7,0,12,19,1,21,22,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10563.41,1,36639.99,8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
7783,16,0,0,13,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,1,0,0,0,15,0,0,0,133,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,41,1,lvyou,0,M,05Dec1952,64,,2,0,0,26Apr2013,9800,9828,31Dec3000,06,,无等级,0,30.488,0,247.7,0,154.338,172.778,0,1107.16,0,726.358,0,0,0,0,0,101258,101258,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,102123.7,102123.7,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3233,9,0,0,36,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,32,0,0,0,0,0,10,2,0,0,19,5,8,4,36,0,0,,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,34,2,lvyou,0,M,05Jul1985,31,,,0,0,04Jan1900,9500,9502,31Dec3000,02,,无等级,0,0,0,0,0.912,0.912,0,0,0,-10.01,-10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
2826,8,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,18,0,0,0,0,0,11,0,1,0,22,21,3,1,46,35,0,,0,0,0,0,1,0,0,0,0,19,0,0,1,5,0,0,0,0,10,0,0,3,0,5,1,47,2,lvyou,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,1,0,1,4,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,0,0,0,0,5,0,1,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,feiji,0,F,02Dec1963,53,,0,0,0,13Sep2005,7800,7801,31Dec3000,02,,无等级,0,0.107,0,0,0,0.107,1.158,0,0,0,1.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,2,lvyou,0,F,24Nov1974,42,,2,0,0,16Apr2013,9500,8507,31Dec3000,02,,无等级,0,35.174,0,0,0,35.174,384.965,0,34,0,401.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13000,0,13000,0,170.5,170.5,0,0,0,0,0,0,0,0,7,7,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
7763,11,0,0,9,3,15,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,18,0,0,0,0,0,38,2,0,0,82,28,3,0,268,0,0,3,0,0,0,3,0,0,0,25,0,25,0,0,0,5,0,0,1,1,0,0,0,5,0,0,7,76,2,xchen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,1,0,0,21,2,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,25,0,0,0,0,0,11,0,0,0,0,0,3,6,79,1,0,0,0,0,0,2,0,0,0,0,0,20,1,0,0,4,0,0,0,1,0,0,0,10,5,0,40,19,2,tielu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,5,0,0,32,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,20,7,0,0,0,0,0,62,36,0,0,76,1,2,2,170,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,49,43,2,xchen,0,M,06Jul1980,36,4,1,0,0,17Oct2003,9800,9884,31Dec3000,06,,无等级,1,0.401,0,0,0,0.401,4.37,0,0,0,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8126,4,0,0,21,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,6,8,0,0,0,0,0,0,0,5,0,4,0,8,5,92,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,4,0,1,34,22,2,xchen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,7,0,0,30,12,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,51,7,0,0,0,0,3,0,2,0,22,27,30,45,111,0,0,0,0,0,0,0,1,13,4,0,0,14,0,0,0,0,0,4,0,5,31,0,0,5,0,0,1,51,1,feiji,0,M,25Apr1995,21,,1,0,0,12Oct2013,9100,9131,31Dec3000,01,,无等级,0,0.002,0,0,0,0.002,0.277,0,0.3,0,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
6034,0,0,0,5,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,16,0,19,14,42,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23,2,feiji,0,M,17May1971,45,,0,0,0,13Aug2014,9500,9504,31Dec3000,02,,无等级,0,4.864,0,-24.8,0,-7.536,27.313,0,-17.6,0,18.513,2600,0,0,2600,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,1,2600,0,0,2600,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6350,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1156,1,3,0,68,0,1,36,18,0,0,0,2,0,0,0,0,0,0,0,0,9,9,9,0,0,0,37,60,6,0,0,0,0,37,0,0,0,71,17,9,5,169,54,0,2,0,0,0,0,0,0,0,0,0,47,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,103,2,JIUDIAN,0,M,21Jul1990,26,,,0,0,04Jan1900,8000,8002,31Dec3000,02,,无等级,0,0,0,0,0,0,0,0,0,43.926,43.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
9341,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,2,0,0,0,0,0,2,4,2,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,8,9,2,xchen,0,F,26Jan1966,50,,2,0,0,27Apr2009,7300,7303,31Dec3000,02,,无等级,0,0.203,0,0,0,0.203,33.218,0,0,0,33.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
6167,0,0,0,27,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,9,2,0,0,0,0,0,1,0,0,0,0,0,22,11,102,0,0,6,0,0,0,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,2,0,21,23,2,tielu,0,F,04Apr1973,43,,,0,0,04Jan1900,9100,9102,31Dec3000,02,,无等级,0,0,0,0,20.061,20.061,0,0,0,527.036,527.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
4293,10,0,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,6,0,0,0,0,0,3,0,1,11,36,0,8,6,144,2,0,,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,33,57,2,lvyou,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5343,5,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,10,3,1,0,11,7,0,0,0,0,0,1,0,1,0,0,1,8,6,120,31,0,7,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,40,35,2,xchen,0,M,23Mar1990,26,3,1,0,0,21Jul2015,4300,4307,31Dec3000,02,,无等级,1,0.632,232.56,0,0,233.192,5.072,286.45,0,0,291.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
4040,5,0,0,55,8,40,1,6,0,0,0,0,0,0,0,0,0,0,0,0,17,11,10,2,6,0,4,33,1,0,0,0,0,12,0,1,0,44,0,1,1,152,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22,1,1,5,76,1,feiji,0,M,09Aug1984,32,,,0,0,04Jan1900,9300,9302,31Dec3000,07,,无等级,0,0,0,0,268.078,268.078,0,0,0,2623.562,2623.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
8364,3,0,0,12,19,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,8,31,3,1,13,9,14,12,0,0,0,0,0,0,0,8,0,0,0,7,1,128,0,0,9,2,0,0,27,0,14,0,33,0,2,0,0,8,0,0,0,0,0,0,0,0,1,1,0,39,42,2,tielu,0,F,14May1975,41,,,0,0,27Apr2016,7400,7402,31Dec3000,06,,无等级,0,0,0,0,33.776,33.776,0,0,0,-37.185,-37.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
7418,41,0,0,29,62,8,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,2,0,3,0,38,0,5,45,145,76,0,,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,1,0,0,10,38,1,lvyou,0,F,26Dec1980,36,,2,0,0,20Nov2013,9300,9315,31Dec3000,02,,无等级,0,52.849,0,0,0,52.849,766.296,0,-15.96,0,758.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1773,28,0,0,9,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,44,0,2,0,4,4,0,0,0,0,4,0,0,0,0,0,18,5,21,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,30,1,lvyou,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6265,4,0,0,57,12,9,19,2,0,0,0,11,0,1,0,0,0,1,0,0,3,7,27,4,1,1,21,25,10,0,0,0,0,3,1,32,0,43,0,13,5,186,3,0,1,0,0,0,2,1,5,0,1,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,72,63,2,feiji,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,0,0,0,3,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,98,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,33,2,feiji,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,0,0,0,2,0,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,14,33,0,0,0,0,0,0,0,0,0,0,0,5,6,163,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,67,2,feiji,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6920,7,0,1,65,50,7,22,9,0,0,0,0,0,0,0,0,0,0,0,0,2,11,32,8,1,0,33,8,0,0,0,0,0,21,37,0,23,60,1,40,20,206,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,3,0,1,58,52,2,tielu,0,M,05Apr1977,39,,0,0,0,19Sep2011,9400,9401,31Dec3000,02,,无等级,0,0.047,0,0,0,0.047,0.508,0,0,0,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,15,0,0,9,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,37,1,0,1,5,0,0,0,0,0,13,4,6,3,32,11,8,8,76,17,0,38,0,0,0,1,0,0,0,0,0,0,8,0,1,14,2,1,1,0,5,0,0,9,0,0,2,37,2,xchen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
